	mutant	strain	phenotype	date	scope	videoname	img_folder	processed	error
386	ABC	MXAN_6000	Late normal	04.20.12	mic6	ABC Transporters--MXAN_6000--MXAN_6000-mic6-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6000/MXAN_6000-mic6-4.20.12	False	0
387	ABC	MXAN_6000	Late normal	04.20.12	mic8	ABC Transporters--MXAN_6000--MXAN_6000-mic8-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6000/MXAN_6000-mic8-4.20.12	False	0
388	ABC	MXAN_6000	Late normal			ABC Transporters--MXAN_6000--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6000/test	False	0
389	ABC	MXAN_6402	Pulsatile	01.24.13	mic3	ABC Transporters--MXAN_6402--MXAN_6402-mic3-01.24.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6402/MXAN_6402-mic3-01.24.13	False	0
390	ABC	MXAN_6402	Pulsatile	01.24.13	mic6	ABC Transporters--MXAN_6402--MXAN_6402-mic6-01.24.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6402/MXAN_6402-mic6-01.24.13	False	0
391	ABC	MXAN_6402	Pulsatile	01.24.13	mic8	ABC Transporters--MXAN_6402--MXAN_6402-mic8-01.24.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6402/MXAN_6402-mic8-01.24.13	False	4
392	ABC	MXAN_6402	Pulsatile			ABC Transporters--MXAN_6402--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6402/test	False	0
393	ABC	MXAN_6456				ABC Transporters--MXAN_6456--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6456/test	False	4
394	ABC	MXAN_6000	Late normal	04.20.12	mic5	ABC Transporters--MXAN_6474--MXAN_6000-mic5-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6474/MXAN_6000-mic5-4.20.12	False	0
395	ABC	MXAN_6000	Late normal	04.20.12	mic6	ABC Transporters--MXAN_6474--MXAN_6000-mic6-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6474/MXAN_6000-mic6-4.20.12	False	0
396	ABC	MXAN_6000	Late normal	04.20.12	mic8	ABC Transporters--MXAN_6474--MXAN_6000-mic8-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6474/MXAN_6000-mic8-4.20.12	False	0
397	ABC	MXAN_6474				ABC Transporters--MXAN_6474--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6474/test	False	0
398	ABC	MXAN_6475	Pulsatile	01.30.13	mic3	ABC Transporters--MXAN_6475--MXAN_6475-mic3-01.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6475/MXAN_6475-mic3-01.30.13	False	0
399	ABC	MXAN_6475	Pulsatile	01.30.13	mic6	ABC Transporters--MXAN_6475--MXAN_6475-mic6-01.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6475/MXAN_6475-mic6-01.30.13	False	0
400	ABC	MXAN_6475	Pulsatile	01.30.13	mic8	ABC Transporters--MXAN_6475--MXAN_6475-mic8-01.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6475/MXAN_6475-mic8-01.30.13	False	0
401	ABC	MXAN_6475	Pulsatile			ABC Transporters--MXAN_6475--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6475/test	False	0
402	ABC	MXAN_6518	Variable	01.30.13	mic4	ABC Transporters--MXAN_6518--MXAN_6518-mic4-01.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6518/MXAN_6518-mic4-01.30.13	False	0
403	ABC	MXAN_6518	Variable	01.30.13	mic5	ABC Transporters--MXAN_6518--MXAN_6518-mic5-01.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6518/MXAN_6518-mic5-01.30.13	False	0
404	ABC	MXAN_6518	Variable	01.30.13	mic7	ABC Transporters--MXAN_6518--MXAN_6518-mic7-01.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6518/MXAN_6518-mic7-01.30.13	False	0
405	ABC	MXAN_6518	Variable			ABC Transporters--MXAN_6518--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6518/test	False	0
406	ABC	MXAN_6551	Pulsatile	04.20.12	mic2	ABC Transporters--MXAN_6551--MXAN_6551-mic2-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6551/MXAN_6551-mic2-4.20.12	False	0
407	ABC	MXAN_6551	Pulsatile	04.20.12	mic4	ABC Transporters--MXAN_6551--MXAN_6551-mic4-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6551/MXAN_6551-mic4-4.20.12	False	0
408	ABC	MXAN_6551	Pulsatile	04.20.12	mic7	ABC Transporters--MXAN_6551--MXAN_6551-mic7-4.20.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6551/MXAN_6551-mic7-4.20.12	False	0
409	ABC	MXAN_6551	Pulsatile			ABC Transporters--MXAN_6551--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6551/test	False	0
410	ABC	MXAN_6552		04.18.12	mic3	ABC Transporters--MXAN_6552--MXAN_6552-mic3-4.18.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6552/MXAN_6552-mic3-4.18.12	False	4
411	ABC	MXAN_6552				ABC Transporters--MXAN_6552--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_6552/test	False	0
412	ECF	MXAN_4662	Abnormal aggregates	11.15.11	mic3	ECF sigma-70 factor--MXAN_4662--MXAN_4662-mic3-11.15.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4662/MXAN_4662-mic3-11.15.11	True	0
413	ECF	MXAN_4662	Abnormal aggregates			ECF sigma-70 factor--MXAN_4662--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4662/test	True	0
414	ECF	MXAN_6173	Pulsatile	11.21.11	mic3	ECF sigma-70 factor--MXAN_6173--MXAN_6173-mic3-11.21.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_6173/MXAN_6173-mic3-11.21.11	True	0
415	ECF	MXAN_6173	Pulsatile	11.21.11	mic6	ECF sigma-70 factor--MXAN_6173--MXAN_6173-mic6-11.21.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_6173/MXAN_6173-mic6-11.21.11	True	0
416	ECF	MXAN_6173	Pulsatile			ECF sigma-70 factor--MXAN_6173--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_6173/test	True	0
417	ECF	MXAN_0203	Early aggregation	11.23.11	mic3	ECF sigma-70 factor--MXAN_0203--MXAN_0203-mic3-11.23.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0203/MXAN_0203-mic3-11.23.11	True	0
418	ECF	MXAN_0203	Early aggregation	11.23.11	mic6	ECF sigma-70 factor--MXAN_0203--MXAN_0203-mic6-11.23.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0203/MXAN_0203-mic6-11.23.11	True	0
419	ECF	MXAN_0203	Early aggregation	11.23.11	mic8	ECF sigma-70 factor--MXAN_0203--MXAN_0203-mic8-11.23.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0203/MXAN_0203-mic8-11.23.11	True	0
420	ECF	MXAN_0203	Early aggregation			ECF sigma-70 factor--MXAN_0203--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0203/test	True	0
421	ECF	MXAN_0233	Abnormal aggregates			ECF sigma-70 factor--MXAN_0233	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0233	True	4
422	ECF	MXAN_0233	Abnormal aggregates	01.09.17	mic5	ECF sigma-70 factor--MXAN_0233--MXAN_0233-mic5-1.9.17	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0233/MXAN_0233-mic5-1.9.17	True	0
423	ECF	MXAN_0233	Abnormal aggregates	01.09.17	mic6	ECF sigma-70 factor--MXAN_0233--MXAN_0233-mic6-1.9.17	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0233/MXAN_0233-mic6-1.9.17	True	0
424	ECF	MXAN_0233	Abnormal aggregates			ECF sigma-70 factor--MXAN_0233--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0233/test	True	0
425	ECF	MXAN_0681	Aggregate-reaggregate	11.10.11	mic4	ECF sigma-70 factor--MXAN_0681--MXAN_0681-mic4-11.10.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0681/MXAN_0681-mic4-11.10.11	True	0
426	ECF	MXAN_0681	Aggregate-reaggregate	11.10.11	mic7	ECF sigma-70 factor--MXAN_0681--MXAN_0681-mic7-11.10.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0681/MXAN_0681-mic7-11.10.11	True	0
427	ECF	MXAN_0681	Aggregate-reaggregate			ECF sigma-70 factor--MXAN_0681--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0681/test	True	0
428	ECF	MXAN_0947	LWT	11.28.11	mic4	ECF sigma-70 factor--MXAN_0947--MXAN_0947-mic4-11.28.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0947/MXAN_0947-mic4-11.28.11	True	0
429	ECF	MXAN_0947	LWT	11.28.11	mic5	ECF sigma-70 factor--MXAN_0947--MXAN_0947-mic5-11.28.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0947/MXAN_0947-mic5-11.28.11	True	0
430	ECF	MXAN_0947	LWT	11.28.11	mic7	ECF sigma-70 factor--MXAN_0947--MXAN_0947-mic7-11.28.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0947/MXAN_0947-mic7-11.28.11	True	0
431	ECF	MXAN_0947	LWT			ECF sigma-70 factor--MXAN_0947--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_0947/test	True	0
432	ECF	MXAN_1210	Late abnormal			ECF sigma-70 factor--MXAN_1210(1CP)	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)	True	4
433	ECF	MXAN_1210	Late abnormal	01.10.17	mic2	ECF sigma-70 factor--MXAN_1210(1CP)--MXAN_1210-mic2-1.10.17	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)/MXAN_1210-mic2-1.10.17	True	0
434	ECF	MXAN_1210	Late abnormal	11.22.13	mic2	ECF sigma-70 factor--MXAN_1210(1CP)--MXAN_1210-mic2-11.22.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)/MXAN_1210-mic2-11.22.13	True	0
435	ECF	MXAN_1210	Late abnormal	01.10.17	mic3	ECF sigma-70 factor--MXAN_1210(1CP)--MXAN_1210-mic3-1.10.17	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)/MXAN_1210-mic3-1.10.17	True	0
436	ECF	MXAN_1210	Late abnormal	11.22.13	mic4	ECF sigma-70 factor--MXAN_1210(1CP)--MXAN_1210-mic4-11.22.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)/MXAN_1210-mic4-11.22.13	True	0
437	ECF	MXAN_1210	Late abnormal	11.22.13	mic5	ECF sigma-70 factor--MXAN_1210(1CP)--MXAN_1210-mic5-11.22.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)/MXAN_1210-mic5-11.22.13	True	0
438	ECF	MXAN_1210	Late abnormal	11.22.13	mic7	ECF sigma-70 factor--MXAN_1210(1CP)--MXAN_1210-mic7-11.22.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)/MXAN_1210-mic7-11.22.13	True	0
439	ECF	MXAN_1210	Late abnormal			ECF sigma-70 factor--MXAN_1210(1CP)--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1210(1CP)/test	True	0
440	ECF	MXAN_1510	Pulsatile			ECF sigma-70 factor--MXAN_1510	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1510	True	4
441	ECF	MXAN_1510	Pulsatile	01.07.17	mic3	ECF sigma-70 factor--MXAN_1510--MXAN_1510-mic3-1.7.17	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1510/MXAN_1510-mic3-1.7.17	True	0
442	ECF	MXAN_1510	Pulsatile			ECF sigma-70 factor--MXAN_1510--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1510/test	True	0
443	ECF	MXAN_1514	Late abnormal	10.25.16	mic6	ECF sigma-70 factor--MXAN_1514--MXAN_1514-mic6-10.25.16	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1514/MXAN_1514-mic6-10.25.16	True	0
444	ECF	MXAN_1514	Late abnormal			ECF sigma-70 factor--MXAN_1514--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1514/test	True	0
445	ECF	MXAN_1661	LWT	11.08.11	mic4	ECF sigma-70 factor--MXAN_1661--MXAN_1661-mic4-11.08.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1661/MXAN_1661-mic4-11.08.11	True	0
446	ECF	MXAN_1661	LWT	11.08.11	mic7	ECF sigma-70 factor--MXAN_1661--MXAN_1661-mic7-11.08.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1661/MXAN_1661-mic7-11.08.11	True	0
447	ECF	MXAN_1661	LWT			ECF sigma-70 factor--MXAN_1661--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_1661/test	True	0
448	ECF	MXAN_2030	LWT	11.22.11	mic4	ECF sigma-70 factor--MXAN_2030--MXAN_2030-mic4-11.22.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2030/MXAN_2030-mic4-11.22.11	True	0
449	ECF	MXAN_2030	LWT	11.22.11	mic5	ECF sigma-70 factor--MXAN_2030--MXAN_2030-mic5-11.22.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2030/MXAN_2030-mic5-11.22.11	True	0
450	ECF	MXAN_2030	LWT	11.22.11	mic7	ECF sigma-70 factor--MXAN_2030--MXAN_2030-mic7-11.22.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2030/MXAN_2030-mic7-11.22.11	True	0
451	ECF	MXAN_2030	LWT			ECF sigma-70 factor--MXAN_2030--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2030/test	True	0
452	ECF	MXAN_2184	Aggregate-reaggregate	11.07.11	mic4	ECF sigma-70 factor--MXAN_2184--MXAN_2184-mic4-11.07.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2184/MXAN_2184-mic4-11.07.11	True	0
453	ECF	MXAN_2184	Aggregate-reaggregate	11.07.11	mic7	ECF sigma-70 factor--MXAN_2184--MXAN_2184-mic7-11.07.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2184/MXAN_2184-mic7-11.07.11	True	0
454	ECF	MXAN_2184	Aggregate-reaggregate			ECF sigma-70 factor--MXAN_2184--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2184/test	True	0
455	ECF	MXAN_2204	Abnormal aggregates	11.20.13	mic3	ECF sigma-70 factor--MXAN_2204--MXAN_2204-mic3-11.20.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2204/MXAN_2204-mic3-11.20.13	True	0
456	ECF	MXAN_2204	Abnormal aggregates			ECF sigma-70 factor--MXAN_2204--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2204/test	True	0
457	ECF	MXAN_2395	Early aggregation	11.15.11	mic4	ECF sigma-70 factor--MXAN_2395--MXAN_2395-mic4-11.15.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2395/MXAN_2395-mic4-11.15.11	True	0
458	ECF	MXAN_2395	Early aggregation	11.15.11	mic7	ECF sigma-70 factor--MXAN_2395--MXAN_2395-mic7-11.15.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2395/MXAN_2395-mic7-11.15.11	True	0
459	ECF	MXAN_2395	Early aggregation			ECF sigma-70 factor--MXAN_2395--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2395/test	True	0
460	ECF	MXAN_2437	LWT	11.21.13	mic5	ECF sigma-70 factor--MXAN_2437(1CP)--MXAN_2437-mic5-11.21.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2437(1CP)/MXAN_2437-mic5-11.21.13	True	0
461	ECF	MXAN_2437	LWT	11.21.13	mic7	ECF sigma-70 factor--MXAN_2437(1CP)--MXAN_2437-mic7-11.21.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2437(1CP)/MXAN_2437-mic7-11.21.13	True	0
462	ECF	MXAN_2437	LWT			ECF sigma-70 factor--MXAN_2437(1CP)--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2437(1CP)/test	True	0
463	ECF	MXAN_2500	Early aggregation	11.23.11	mic4	ECF sigma-70 factor--MXAN_2500--MXAN_2500-mic4-11.23.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2500/MXAN_2500-mic4-11.23.11	True	0
464	ECF	MXAN_2500	Early aggregation	11.23.11	mic5	ECF sigma-70 factor--MXAN_2500--MXAN_2500-mic5-11.23.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2500/MXAN_2500-mic5-11.23.11	True	0
465	ECF	MXAN_2500	Early aggregation			ECF sigma-70 factor--MXAN_2500--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2500/test	True	0
466	ECF	MXAN_2929	LWT	11.29.11	mic3	ECF sigma-70 factor--MXAN_2929--MXAN_2929-mic3-11.29.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2929/MXAN_2929-mic3-11.29.11	True	0
467	ECF	MXAN_2929	LWT	11.29.11	mic6	ECF sigma-70 factor--MXAN_2929--MXAN_2929-mic6-11.29.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2929/MXAN_2929-mic6-11.29.11	True	0
468	ECF	MXAN_2929	LWT	11.29.11	mic8	ECF sigma-70 factor--MXAN_2929--MXAN_2929-mic8-11.29.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2929/MXAN_2929-mic8-11.29.11	True	0
469	ECF	MXAN_2929	LWT			ECF sigma-70 factor--MXAN_2929--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_2929/test	True	0
470	ECF	MXAN_3426	Early aggregation	11.08.11	mic3	ECF sigma-70 factor--MXAN_3426--MXAN_3426-mic3-11.08.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3426/MXAN_3426-mic3-11.08.11	True	0
471	ECF	MXAN_3426	Early aggregation	11.08.11	mic6	ECF sigma-70 factor--MXAN_3426--MXAN_3426-mic6-11.08.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3426/MXAN_3426-mic6-11.08.11	True	0
472	ECF	MXAN_3426	Early aggregation	11.08.11	mic8	ECF sigma-70 factor--MXAN_3426--MXAN_3426-mic8-11.08.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3426/MXAN_3426-mic8-11.08.11	True	0
473	ECF	MXAN_3426	Early aggregation			ECF sigma-70 factor--MXAN_3426--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3426/test	True	0
474	ECF	MXAN_3686	LWT	12.02.11	mic4	ECF sigma-70 factor--MXAN_3686--MXAN_3686-mic4-12.02.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3686/MXAN_3686-mic4-12.02.11	True	0
475	ECF	MXAN_3686	LWT	12.02.11	mic5	ECF sigma-70 factor--MXAN_3686--MXAN_3686-mic5-12.02.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3686/MXAN_3686-mic5-12.02.11	True	0
476	ECF	MXAN_3686	LWT	12.02.11	mic7	ECF sigma-70 factor--MXAN_3686--MXAN_3686-mic7-12.02.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3686/MXAN_3686-mic7-12.02.11	True	0
477	ECF	MXAN_3686	LWT			ECF sigma-70 factor--MXAN_3686--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3686/test	True	0
478	ECF	MXAN_3959	Early aggregation	12.02.11	mic3	ECF sigma-70 factor--MXAN_3959--MXAN_3959-mic3-12.02.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3959/MXAN_3959-mic3-12.02.11	True	0
479	ECF	MXAN_3959	Early aggregation	12.02.11	mic5	ECF sigma-70 factor--MXAN_3959--MXAN_3959-mic5-12.02.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3959/MXAN_3959-mic5-12.02.11	True	0
480	ECF	MXAN_3959	Early aggregation	12.02.11	mic8	ECF sigma-70 factor--MXAN_3959--MXAN_3959-mic8-12.02.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3959/MXAN_3959-mic8-12.02.11	True	0
481	ECF	MXAN_3959	Early aggregation			ECF sigma-70 factor--MXAN_3959--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_3959/test	True	0
482	ECF	MXAN_4309	Early aggregation	11.10.11	mic3	ECF sigma-70 factor--MXAN_4309--MXAN_4309-mic3-11.10.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4309/MXAN_4309-mic3-11.10.11	True	0
483	ECF	MXAN_4309	Early aggregation	11.10.11	mic6	ECF sigma-70 factor--MXAN_4309--MXAN_4309-mic6-11.10.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4309/MXAN_4309-mic6-11.10.11	True	0
484	ECF	MXAN_4309	Early aggregation	11.10.11	mic8	ECF sigma-70 factor--MXAN_4309--MXAN_4309-mic8-11.10.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4309/MXAN_4309-mic8-11.10.11	True	0
485	ECF	MXAN_4309	Early aggregation			ECF sigma-70 factor--MXAN_4309--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4309/test	True	0
486	ECF	MXAN_4316	Early aggregation	11.30.11	mic3	ECF sigma-70 factor--MXAN_4316--MXAN_4316-mic3-11.30.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4316/MXAN_4316-mic3-11.30.11	True	0
487	ECF	MXAN_4316	Early aggregation	11.30.11	mic6	ECF sigma-70 factor--MXAN_4316--MXAN_4316-mic6-11.30.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4316/MXAN_4316-mic6-11.30.11	True	0
488	ECF	MXAN_4316	Early aggregation	11.30.11	mic8	ECF sigma-70 factor--MXAN_4316--MXAN_4316-mic8-11.30.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4316/MXAN_4316-mic8-11.30.11	True	0
489	ECF	MXAN_4316	Early aggregation			ECF sigma-70 factor--MXAN_4316--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4316/test	True	0
490	ECF	MXAN_4733	Early aggregation	12.01.11	mic3	ECF sigma-70 factor--MXAN_4733--MXAN_4733-mic3-12.01.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4733/MXAN_4733-mic3-12.01.11	True	0
491	ECF	MXAN_4733	Early aggregation	12.01.11	mic6	ECF sigma-70 factor--MXAN_4733--MXAN_4733-mic6-12.01.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4733/MXAN_4733-mic6-12.01.11	True	0
492	ECF	MXAN_4733	Early aggregation	12.01.11	mic8	ECF sigma-70 factor--MXAN_4733--MXAN_4733-mic8-12.01.11	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4733/MXAN_4733-mic8-12.01.11	True	0
493	ECF	MXAN_4733	Early aggregation			ECF sigma-70 factor--MXAN_4733--test	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4733/test	True	0
494	ECF	MXAN_4949	LWT	04.02.13	mic2	ECF sigma-70 factor--MXAN_4949--MXAN_4949-mic2-4.2.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4949/MXAN_4949-mic2-4.2.13	True	0
495	ECF	MXAN_4949	LWT	04.30.13	mic2	ECF sigma-70 factor--MXAN_4949--MXAN_4949-mic2-4.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4949/MXAN_4949-mic2-4.30.13	True	0
496	ECF	MXAN_4949	LWT	04.02.13	mic3	ECF sigma-70 factor--MXAN_4949--MXAN_4949-mic3-4.2.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4949/MXAN_4949-mic3-4.2.13	True	0
497	ECF	MXAN_4949	LWT	04.02.13	mic4	ECF sigma-70 factor--MXAN_4949--MXAN_4949-mic4-4.2.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4949/MXAN_4949-mic4-4.2.13	True	0
498	ECF	MXAN_4949	LWT	04.30.13	mic4	ECF sigma-70 factor--MXAN_4949--MXAN_4949-mic4-4.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4949/MXAN_4949-mic4-4.30.13	True	0
499	ECF	MXAN_4949	LWT	04.30.13	mic5	ECF sigma-70 factor--MXAN_4949--MXAN_4949-mic5-4.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ECF sigma-70 factor/MXAN_4949/MXAN_4949-mic5-4.30.13	True	0
